kode_kemendagri,nama_clean,tahun,lat,lon,jumlah_banjir,jumlah_kejadian_bnpb,rasio_banjir_per_hujan,total_hujan_tahunan_mm,rainy_days,total_hari_hujan_ekstrem,max_hujan_harian_mm,rain_intensity_mm_per_hour_avg,avg_kelembaban_tanah,et0_fao_evapotranspiration_mm_avg,jumlah_sampah_ton_per_tahun,cluster_id_raw,skor_kerentanan,cluster_label,cluster_color,pca_1,pca_2
3208,KABUPATEN KUNINGAN,2017,-6.9758,108.4831,4,2.0,0.0015293442936341,2615.5,289,1,50.7,0.748610604814317,0.312572618247568,3.56062928827445,124431.17,0,-0.347680388427063,Rendah,#FEE8C8,0.7462830452667807,-0.5587903613767324
3208,KABUPATEN KUNINGAN,2018,-6.9758,108.4831,3,0.0,0.0012505731793738,2398.9,263,2,77.4,0.657635776787684,0.285725518166496,3.85626683307732,44968.0,0,-0.5440392182461803,Rendah,#FEE8C8,1.6898968631744902,-0.6396207689139813
3208,KABUPATEN KUNINGAN,2019,-6.9758,108.4831,8,4.0,0.0028556130644297,2801.5,254,6,117.8,0.687886085340442,0.273090786343659,3.97213389656938,143149.35,0,-0.13203427704304546,Rendah,#FEE8C8,0.8625118189822185,0.12970869887563977
3208,KABUPATEN KUNINGAN,2020,-6.9758,108.4831,4,6.0,0.0008479606546256,4717.2,329,23,93.9,0.932489474333486,0.332521692312446,3.45857974910394,143988.85,1,0.9848406209967032,Sedang,#FDBB84,-3.732741938571187,-1.295854262681884
3208,KABUPATEN KUNINGAN,2021,-6.9758,108.4831,4,3.0,0.0009685933602925,4129.7,329,11,161.3,0.865436851301378,0.328945026615037,3.46297823860727,105959.5,1,0.6329900016744121,Sedang,#FDBB84,-2.3753662932804835,-1.4321050439423355
3208,KABUPATEN KUNINGAN,2022,-6.9758,108.4831,6,6.0,0.001659200265472,3616.2,338,3,66.7,0.977355948559524,0.357342076026199,3.47543452380952,95863.6,1,0.2697323188658563,Sedang,#FDBB84,-1.6402977691053655,-0.6685748926787326
3208,KABUPATEN KUNINGAN,2023,-6.9758,108.4831,3,2.0,0.0012234411320908,2452.1,267,5,79.3,0.710357954312121,0.286931760966035,3.9959366999488,11025.92,0,-0.404676779626177,Rendah,#FEE8C8,1.2794234796252097,-0.5261992511112052
3209,KABUPATEN CIREBON,2015,-6.7648,108.4783,1,1.0,0.0005196424859696,1924.4,232,3,62.1,0.548559034629701,0.197313825151476,4.25768785202253,321930.2,0,-0.8901409621419439,Rendah,#FEE8C8,3.3392029329414994,-0.2958658294584145
3209,KABUPATEN CIREBON,2016,-6.7648,108.4783,0,4.0,0.0,2611.7,336,1,67.6,0.667103502462257,0.270496767498867,3.59013088616982,324258.95,0,-0.29796366253507167,Rendah,#FEE8C8,0.6176996878559494,-0.9280765137011253
3209,KABUPATEN CIREBON,2017,-6.7648,108.4783,7,5.0,0.0032063026749725,2183.2,283,0,42.8,0.799856224286512,0.200561907695426,4.12588607270865,327501.54,0,-0.5101124618468247,Rendah,#FEE8C8,1.8440965322772849,0.5339193037008977
3209,KABUPATEN CIREBON,2018,-6.7648,108.4783,10,8.0,0.0049667229561935,2013.4,241,3,80.8,0.648207443262557,0.163667674997867,4.47275422427035,118552.0,0,-0.5716376244285947,Rendah,#FEE8C8,2.702167301193065,1.4957525012221342
3209,KABUPATEN CIREBON,2019,-6.7648,108.4783,9,11.0,0.0036128617879651,2491.1,226,10,143.8,0.673312843319434,0.141510533207459,4.62374699180748,803.0,0,-0.23614322788121014,Rendah,#FEE8C8,1.8611759998771797,1.2354053083790777
3209,KABUPATEN CIREBON,2020,-6.7648,108.4783,30,22.0,0.0084371572404871,3555.7,295,9,194.3,0.808545388645562,0.192385440741771,4.11190415276233,279341.8,2,0.9667150403296044,Tinggi,#E34A33,-1.6107873082782052,3.5318596221998484
3209,KABUPATEN CIREBON,2021,-6.7648,108.4783,9,8.0,0.0028402815034556,3168.7,308,6,145.7,0.801769919075854,0.194751785714286,4.01528366615463,62104.75,1,0.13207740126180315,Sedang,#FDBB84,-0.14777976207011242,0.23809847346471344
3209,KABUPATEN CIREBON,2022,-6.7648,108.4783,13,16.0,0.0044531223238447,2919.3,322,2,53.5,0.928172720166013,0.22077640969022,4.00523335893497,85775.0,1,0.07705877532122592,Sedang,#FDBB84,-0.23637591964920204,1.5880296922911734
3209,KABUPATEN CIREBON,2023,-6.7648,108.4783,11,8.0,0.0061236987140232,1796.3,253,0,40.3,0.654380394118015,0.162504801373955,4.59264164106503,15695.0,0,-0.7788258602227618,Rendah,#FEE8C8,3.192039731311888,1.8953511953145064
3210,KABUPATEN MAJALENGKA,2015,-6.8364,108.2277,3,1.0,0.0012409513960703,2417.5,234,3,72.1,0.713530314540117,0.315422448370029,4.13006669226831,134954.51,0,-0.5463741280175834,Rendah,#FEE8C8,1.9037313457555205,-0.44777907355666624
3210,KABUPATEN MAJALENGKA,2016,-6.8364,108.2277,6,2.0,0.0016904265509663,3549.4,342,1,57.1,0.963737728110806,0.408323414390475,3.43509235570387,136227.67,1,0.19426758506625577,Sedang,#FDBB84,-1.5260801218942455,-0.9997527756518485
3210,KABUPATEN MAJALENGKA,2017,-6.8364,108.2277,8,0.0,0.0043511367344718,1838.6,277,0,49.5,0.726720474240188,0.391577848982335,4.12831266001024,137589.95,0,-0.44925234880474463,Rendah,#FEE8C8,1.6076138232377954,0.28921321571900227
3210,KABUPATEN MAJALENGKA,2018,-6.8364,108.2277,5,0.0,0.0030426580660865,1643.3,257,2,83.0,0.59835727465151,0.382583684555812,4.42021338965694,49723.95,0,-0.6009012220734324,Rendah,#FEE8C8,2.385645088404424,0.04818386858011412
3210,KABUPATEN MAJALENGKA,2019,-6.8364,108.2277,2,7.0,0.0010380982040901,1926.6,251,3,71.0,0.558378194864444,0.346818571855265,4.6641866999488,112938.3,0,-0.6677300571569442,Rendah,#FEE8C8,2.6517434268472155,0.24687153943989684
3210,KABUPATEN MAJALENGKA,2020,-6.8364,108.2277,13,5.0,0.0041947662224516,3099.1,321,5,85.1,0.732400190340573,0.40796368109628,3.94889615004326,113478.5,1,0.2195642465081323,Sedang,#FDBB84,-0.6769140237823543,0.444988812578099
3210,KABUPATEN MAJALENGKA,2021,-6.8364,108.2277,9,7.33333333333333,0.0033042073573683,2723.8,321,4,64.7,0.699545132245691,0.40472119655658,3.81602016129032,120085.0,1,0.06744031485984583,Sedang,#FDBB84,-0.2890385513261074,0.3618090928210908
3210,KABUPATEN MAJALENGKA,2022,-6.8364,108.2277,6,6.0,0.0023056526918495,2602.3,332,0,45.0,0.880314630981763,0.439112211981567,3.77616193036354,56794.0,1,-0.029412063559457847,Sedang,#FDBB84,-0.45063515207970595,-0.19792748424019332
3210,KABUPATEN MAJALENGKA,2023,-6.8364,108.2277,7,6.0,0.0044430339574738,1575.5,253,1,50.8,0.61588047170379,0.359101320617853,4.65487986431132,194910.0,0,-0.6231463929653553,Rendah,#FEE8C8,2.716036663563125,1.116001244405758
3211,KABUPATEN SUMEDANG,2015,-6.8586,107.9164,3,2.0,0.001268928178665,2364.2,227,4,71.6,0.757246799853466,0.364141480254736,3.9856865719406,147401.81,0,-0.4070664990822928,Rendah,#FEE8C8,1.4357366051698484,-0.44725807537045775
3211,KABUPATEN SUMEDANG,2016,-6.8586,107.9164,13,5.0,0.0038920990389509,3340.1,334,3,124.5,0.971798575418443,0.439544782654596,3.31926189593375,148591.61,1,0.6392170691876758,Sedang,#FDBB84,-2.346267074826383,-0.12765313074584134
3211,KABUPATEN SUMEDANG,2017,-6.8586,107.9164,8,0.0,0.0031307478573944,2555.3,310,3,86.3,0.771503487583059,0.324737433062383,3.64922753456221,150077.53,1,-0.07580465842800582,Sedang,#FDBB84,0.12759727781519842,-0.35976626026088754
3211,KABUPATEN SUMEDANG,2018,-6.8586,107.9164,5,1.0,0.0023709042628858,2108.9,283,1,69.2,0.633020113042482,0.299148353494624,3.93987045570917,54235.35,0,-0.5328911141712314,Rendah,#FEE8C8,1.7441373651795726,-0.18631629913380668
3211,KABUPATEN SUMEDANG,2019,-6.8586,107.9164,16,2.0,0.0066769603138171,2396.3,262,3,106.1,0.625688246657291,0.275751290482591,4.16563556067588,100480.85,0,-0.21842339180719342,Rendah,#FEE8C8,1.4633600501163526,1.2833027284111909
3211,KABUPATEN SUMEDANG,2020,-6.8586,107.9164,21,13.0,0.0056486537375258,3717.7,331,9,102.7,0.818107650133867,0.333880526073209,3.56564769496972,96316.2,1,0.7636666047732141,Sedang,#FDBB84,-2.305031620461052,1.5317031209873184
