kode_kemendagri,nama_clean,tahun,bulan,precipitation_sum_mm,rain_sum_mm,precipitation_hours_total,rainy_days,heavy_rain_days_50mm,max_daily_precipitation_mm,wind_gusts_10m_max_kmh,et0_fao_evapotranspiration_mm_avg,soil_moisture_0_to_7cm_avg,rain_intensity_mm_per_hour_avg
3211,KABUPATEN SUMEDANG,2018,10,61.3,61.3,195.0,24,0,5.6,55.4,4.933870967741935,0.19746505376344087,0.29799655784030793
3211,KABUPATEN SUMEDANG,2018,11,315.0,315.0,294.0,30,1,69.2,47.2,3.811,0.3799166666666667,0.9368443053048314
3211,KABUPATEN SUMEDANG,2018,12,335.8,335.8,362.0,31,0,33.5,40.0,3.3403225806451613,0.4067688172043011,0.8677508583247373
3211,KABUPATEN SUMEDANG,2019,1,444.6,444.6,395.0,31,0,37.8,65.9,3.069032258064516,0.41607123655913975,1.125383834052863
3211,KABUPATEN SUMEDANG,2019,2,357.0,357.0,368.0,28,1,57.9,43.9,3.3871428571428575,0.41454613095238096,0.9006259034347496
3211,KABUPATEN SUMEDANG,2019,3,350.8,350.8,337.0,31,0,30.1,53.3,3.1380645161290324,0.4139771505376344,1.0170457001884894
3211,KABUPATEN SUMEDANG,2019,4,546.0,546.0,363.0,30,2,106.1,41.8,3.3106666666666666,0.4109458333333333,1.410571454144984
3211,KABUPATEN SUMEDANG,2019,5,81.1,81.1,203.0,27,0,13.4,47.5,3.7603225806451617,0.3445819892473118,0.322123901274228
3211,KABUPATEN SUMEDANG,2019,6,11.2,11.2,43.0,9,0,3.4,49.3,4.308000000000001,0.15179444444444445,0.22878306878306878
3211,KABUPATEN SUMEDANG,2019,7,7.9,7.9,32.0,7,0,3.1,59.0,4.622258064516129,0.12708467741935484,0.24740259740259743
3211,KABUPATEN SUMEDANG,2019,8,12.0,12.0,37.0,9,0,5.9,61.9,4.9635483870967745,0.1392217741935484,0.2810449735449736
3211,KABUPATEN SUMEDANG,2019,9,6.2,6.2,35.0,11,0,2.1,64.8,5.5280000000000005,0.14475416666666666,0.15643939393939396
3211,KABUPATEN SUMEDANG,2019,10,31.6,31.6,111.0,21,0,4.2,73.1,5.656451612903226,0.1518279569892473,0.2503581603581604
3211,KABUPATEN SUMEDANG,2019,11,120.3,120.3,221.0,27,0,19.5,58.3,4.608333333333333,0.2215138888888889,0.4938384781522035
3211,KABUPATEN SUMEDANG,2019,12,427.6,427.6,389.0,31,0,46.0,45.7,3.6358064516129036,0.3726962365591398,1.0746414946117833
3211,KABUPATEN SUMEDANG,2020,1,652.3,652.3,418.0,31,3,63.5,52.2,3.092258064516129,0.41582258064516125,1.464797755801386
3211,KABUPATEN SUMEDANG,2020,2,472.1,472.1,441.0,29,0,33.0,64.1,2.734137931034483,0.4156896551724138,1.0508342773212913
3211,KABUPATEN SUMEDANG,2020,3,517.2,517.2,399.0,31,2,72.9,52.2,3.2861290322580645,0.4130470430107527,1.1945605861120692
3211,KABUPATEN SUMEDANG,2020,4,359.4,359.4,357.0,30,1,53.0,48.2,3.2693333333333334,0.4063416666666667,0.9104040496540496
3211,KABUPATEN SUMEDANG,2020,5,204.3,204.3,297.0,30,0,21.8,47.5,3.1029032258064517,0.3853951612903226,0.6610730611980613
3211,KABUPATEN SUMEDANG,2020,6,113.19999999999999,113.19999999999999,200.0,26,0,36.4,51.8,3.493333333333333,0.31451250000000003,0.4106382506382506
3211,KABUPATEN SUMEDANG,2020,7,26.8,26.8,106.0,19,0,5.3,55.1,3.994516129032258,0.21753897849462364,0.22880078985342145
3211,KABUPATEN SUMEDANG,2020,8,107.2,107.2,148.0,20,1,52.5,58.3,4.341935483870968,0.2097056451612903,0.44266852169569565
3211,KABUPATEN SUMEDANG,2020,9,57.8,57.8,135.0,23,0,16.4,69.8,5.023666666666667,0.18194305555555557,0.31270903010033446
3211,KABUPATEN SUMEDANG,2020,10,222.6,222.6,295.0,31,0,27.2,72.0,3.924516129032258,0.27494892473118276,0.7626253396669357
3211,KABUPATEN SUMEDANG,2020,11,266.1,266.1,320.0,30,0,33.6,55.8,3.716333333333333,0.3543791666666667,0.8136827446432708
3211,KABUPATEN SUMEDANG,2020,12,718.7,718.7,482.0,31,2,102.7,77.8,2.808709677419355,0.41724193548387095,1.564497394921637
3211,KABUPATEN SUMEDANG,2021,1,529.4,529.4,494.0,31,0,38.5,68.0,2.5493548387096774,0.4192836021505376,1.0766912708451915
3211,KABUPATEN SUMEDANG,2021,2,401.7,401.7,452.0,28,0,36.8,76.7,2.5864285714285713,0.4162366071428571,0.8694938507172779
3211,KABUPATEN SUMEDANG,2021,3,432.4,432.4,376.0,31,0,39.3,54.0,3.270967741935484,0.41257392473118276,1.1883238403739254
3211,KABUPATEN SUMEDANG,2021,4,212.8,212.8,280.0,29,0,27.0,68.8,3.603,0.3676083333333333,0.6755703970359141
3211,KABUPATEN SUMEDANG,2021,5,221.7,221.7,269.0,29,0,46.1,48.2,3.5683870967741935,0.3171760752688172,0.66064428866153
3211,KABUPATEN SUMEDANG,2021,6,219.2,219.2,277.0,30,0,37.1,46.8,3.170666666666667,0.3605083333333334,0.7494652800902802
3211,KABUPATEN SUMEDANG,2021,7,33.4,33.4,99.0,17,0,9.3,54.4,3.9483870967741934,0.2559005376344086,0.28392333157039046
3211,KABUPATEN SUMEDANG,2021,8,81.1,81.1,159.0,25,0,19.0,60.8,4.2141935483870965,0.22823790322580645,0.40592063492063496
3211,KABUPATEN SUMEDANG,2021,9,77.1,77.1,168.0,26,0,13.4,67.7,4.515333333333333,0.22955416666666667,0.3960897435897435
3211,KABUPATEN SUMEDANG,2021,10,173.9,173.9,211.0,29,0,22.5,44.3,4.419032258064516,0.3036935483870968,0.8114944442530649
3211,KABUPATEN SUMEDANG,2021,11,512.4,512.4,361.0,30,1,67.7,46.1,3.146,0.40799027777777774,1.2868451230142408
3211,KABUPATEN SUMEDANG,2021,12,481.2,481.2,372.0,31,0,35.5,50.4,3.1361290322580646,0.41606182795698926,1.3478931538184509
3211,KABUPATEN SUMEDANG,2022,1,341.7,341.7,349.0,31,0,38.4,62.3,3.38258064516129,0.40267069892473123,0.9510344288143802
3211,KABUPATEN SUMEDANG,2022,2,333.0,333.0,275.0,28,0,35.9,63.4,3.0975,0.4080238095238095,1.270287475421404
3211,KABUPATEN SUMEDANG,2022,3,438.9,438.9,334.0,31,0,38.6,48.6,3.436451612903226,0.4091491935483871,1.2730017399846623
3211,KABUPATEN SUMEDANG,2022,4,307.5,307.5,254.0,30,0,36.2,44.3,3.516,0.39834444444444445,1.2832692098349991
3211,KABUPATEN SUMEDANG,2022,5,195.2,195.2,228.0,29,0,26.4,41.4,3.415161290322581,0.3809905913978494,0.8262439411501277
3211,KABUPATEN SUMEDANG,2022,6,176.4,176.4,184.0,27,0,21.7,40.0,3.226,0.3801097222222222,0.8743473090695312
3211,KABUPATEN SUMEDANG,2022,7,95.39999999999999,95.39999999999999,141.0,23,0,20.9,46.1,3.6929032258064516,0.31728360215053764,0.4315630384108644
3211,KABUPATEN SUMEDANG,2022,8,73.4,73.4,142.0,24,0,13.0,51.8,4.287096774193548,0.26246236559139785,0.47394879426129416
3211,KABUPATEN SUMEDANG,2022,9,142.2,142.2,179.0,26,0,23.2,56.2,4.340333333333334,0.2811986111111111,0.685104286738902
3211,KABUPATEN SUMEDANG,2022,10,470.8,470.8,372.0,31,1,50.7,46.1,3.5283870967741935,0.39606586021505374,1.2561681316259117
3211,KABUPATEN SUMEDANG,2022,11,393.2,393.2,352.0,30,0,36.0,48.6,3.3689999999999998,0.4067625,1.0296450469608365
3211,KABUPATEN SUMEDANG,2022,12,428.0,428.0,330.0,31,0,27.4,71.3,3.1961290322580647,0.4130739247311828,1.3989132080482074
3211,KABUPATEN SUMEDANG,2023,1,436.3,436.3,335.0,31,0,39.3,51.8,3.3112903225806454,0.4027916666666667,1.2593516653597299
3211,KABUPATEN SUMEDANG,2023,2,492.3,492.3,378.0,28,1,51.8,62.3,2.7624999999999997,0.41297470238095235,1.2439738704646377
3211,KABUPATEN SUMEDANG,2023,3,371.8,371.8,333.0,31,0,41.9,50.4,3.67258064516129,0.4051801075268817,1.1609784322782428
3211,KABUPATEN SUMEDANG,2023,4,319.3,319.3,276.0,30,0,32.3,38.5,3.701,0.3941263888888889,1.1604618714618717
3211,KABUPATEN SUMEDANG,2023,5,146.7,146.7,203.0,26,0,38.2,49.3,3.635483870967742,0.3341236559139785,0.5130561978242973
3211,KABUPATEN SUMEDANG,2023,6,76.3,76.3,174.0,25,0,13.4,38.9,3.7253333333333334,0.2321777777777778,0.41608646908646896
3211,KABUPATEN SUMEDANG,2023,7,44.3,44.3,92.0,16,0,10.1,59.8,4.203548387096775,0.15075000000000002,0.42649801587301583
3211,KABUPATEN SUMEDANG,2023,8,7.300000000000001,7.300000000000001,29.0,10,0,2.5,55.4,4.935806451612903,0.12520295698924733,0.21999999999999997
3211,KABUPATEN SUMEDANG,2023,9,6.7,6.7,26.0,8,0,3.1,55.8,5.718666666666667,0.11980138888888889,0.19791666666666669
3211,KABUPATEN SUMEDANG,2023,10,27.1,27.1,68.0,17,0,4.7,63.4,5.771290322580645,0.12953360215053764,0.40274509803921565
3211,KABUPATEN SUMEDANG,2023,11,199.3,199.3,193.0,29,0,22.3,45.0,4.471666666666667,0.24090694444444444,1.00191508682888
3211,KABUPATEN SUMEDANG,2023,12,205.6,205.6,227.0,29,0,22.7,40.3,4.233548387096774,0.3008010752688172,0.8140740964016826
3211,KABUPATEN SUMEDANG,2024,1,529.2,529.2,381.0,31,0,39.4,51.5,3.4019354838709677,0.4049475806451613,1.3673547678338953
3211,KABUPATEN SUMEDANG,2024,2,561.5,561.5,361.0,29,0,43.9,43.2,3.5386206896551724,0.4136954022988506,1.5508274999320693
3211,KABUPATEN SUMEDANG,2024,3,403.2,403.2,330.0,31,0,41.9,73.8,3.6267741935483873,0.396635752688172,1.1719398701656767
3211,KABUPATEN SUMEDANG,2024,4,262.0,262.0,273.0,30,0,23.7,44.6,3.7603333333333335,0.39748055555555556,0.9287936507936508
3211,KABUPATEN SUMEDANG,2024,5,112.6,112.6,124.0,23,0,33.4,41.8,3.9606451612903224,0.27952822580645165,0.5766748965725947
3211,KABUPATEN SUMEDANG,2024,6,86.2,86.2,126.0,22,0,14.4,46.1,3.654333333333333,0.2909583333333333,0.6164292273383182
3211,KABUPATEN SUMEDANG,2024,7,56.9,56.9,94.0,12,0,17.6,49.7,4.136451612903225,0.21446370967741935,0.47407203907203904
3211,KABUPATEN SUMEDANG,2024,8,13.9,13.9,41.0,10,0,3.8,61.9,5.069677419354838,0.13187903225806452,0.3366071428571428
3211,KABUPATEN SUMEDANG,2024,9,104.9,104.9,101.0,17,0,20.4,63.0,4.960666666666667,0.19138333333333335,0.7217392248274601
3211,KABUPATEN SUMEDANG,2024,10,50.6,50.6,124.0,28,0,5.7,63.4,5.280967741935484,0.16188440860215056,0.3484141156462585
3211,KABUPATEN SUMEDANG,2024,11,443.1,443.1,293.0,30,0,30.3,48.2,3.868666666666667,0.38221666666666665,1.5209386724386726
3211,KABUPATEN SUMEDANG,2024,12,428.2,428.2,376.0,31,0,42.8,61.6,2.9919354838709675,0.4081518817204301,1.1186097389355654
3211,KABUPATEN SUMEDANG,2025,1,393.0,393.0,433.0,31,0,36.5,70.9,3.074193548387097,0.4107258064516129,0.9170510015717493
3211,KABUPATEN SUMEDANG,2025,2,337.9,337.9,333.0,28,0,30.7,75.2,3.320357142857143,0.4080595238095238,1.023376125753945
3211,KABUPATEN SUMEDANG,2025,3,343.7,343.7,298.0,31,0,34.8,59.0,3.5032258064516126,0.4045456989247312,1.0825919584316166
3211,KABUPATEN SUMEDANG,2025,4,327.2,327.2,312.0,30,0,38.7,38.9,3.5363333333333333,0.3990694444444445,0.9309895763278119
3211,KABUPATEN SUMEDANG,2025,5,301.1,301.1,299.0,30,0,34.5,42.8,3.222258064516129,0.39201075268817204,0.9158098799348798
3211,KABUPATEN SUMEDANG,2025,6,90.8,90.8,149.0,27,0,11.5,49.0,3.4496666666666664,0.36220972222222225,0.5033485650152317
3211,KABUPATEN SUMEDANG,2025,7,86.4,86.4,115.0,19,0,23.8,57.6,3.863225806451613,0.30341666666666667,0.5587510442773601
3211,KABUPATEN SUMEDANG,2025,8,136.6,136.6,183.0,27,0,28.8,49.7,3.978709677419355,0.33341666666666664,0.6883635191968525
3211,KABUPATEN SUMEDANG,2025,9,112.7,112.7,128.0,23,0,26.8,58.3,4.533333333333333,0.31979722222222223,0.621444008572155
3211,KABUPATEN SUMEDANG,2025,10,248.79999999999998,248.79999999999998,191.0,27,0,44.9,61.9,4.4158064516129025,0.3387647849462366,1.0079887447943003
3211,KABUPATEN SUMEDANG,2025,11,276.9,276.9,306.0,30,0,31.2,59.0,3.558,0.4018777777777778,0.8167351259851261
3211,KABUPATEN SUMEDANG,2025,12,394.5,394.5,315.0,31,0,34.8,60.8,3.5638709677419356,0.41046505376344083,1.281654184156556
3212,KABUPATEN INDRAMAYU,2012,1,305.9,305.9,422.0,31,0,23.8,64.1,3.1954838709677422,0.41122983870967744,0.7127731576708992
3212,KABUPATEN INDRAMAYU,2012,2,373.9,373.9,346.0,29,0,33.2,38.5,3.681379310344828,0.41491235632183904,1.0173175728985324
3212,KABUPATEN INDRAMAYU,2012,3,217.2,217.2,300.0,31,0,16.9,58.7,3.663870967741935,0.40253091397849466,0.7296588131732444
3212,KABUPATEN INDRAMAYU,2012,4,210.6,210.6,225.0,25,0,24.7,37.8,3.8459999999999996,0.38508055555555554,0.8121499650676124
3212,KABUPATEN INDRAMAYU,2012,5,78.2,78.2,112.0,19,0,21.9,34.2,3.995483870967742,0.3469744623655914,0.5350465908360643
3212,KABUPATEN INDRAMAYU,2012,6,88.8,88.8,94.0,13,0,38.5,36.0,3.8873333333333333,0.2926680555555556,0.6610543623043623
3212,KABUPATEN INDRAMAYU,2012,7,1.2,1.2,8.0,6,0,0.5,36.4,5.00516129032258,0.14243682795698925,0.14444444444444446
3212,KABUPATEN INDRAMAYU,2012,8,0.4,0.4,1.0,1,0,0.4,41.0,5.775161290322581,0.12254435483870967,0.4
3212,KABUPATEN INDRAMAYU,2012,9,2.1,2.1,8.0,6,0,1.3,41.0,5.9943333333333335,0.12328055555555556,0.20555555555555557
3212,KABUPATEN INDRAMAYU,2012,10,15.2,15.2,54.0,19,0,5.7,42.8,5.648064516129033,0.13557392473118282,0.24297448165869218
3212,KABUPATEN INDRAMAYU,2012,11,158.7,158.7,217.0,29,0,24.4,38.9,4.1866666666666665,0.27084027777777775,0.6063277183713289
3212,KABUPATEN INDRAMAYU,2012,12,487.4,487.4,396.0,31,1,61.3,36.7,3.3203225806451617,0.40951209677419353,1.1958948485461522
3212,KABUPATEN INDRAMAYU,2013,1,290.2,290.2,375.0,31,0,20.4,57.2,2.9922580645161294,0.4147043010752688,0.7206182466137295
3212,KABUPATEN INDRAMAYU,2013,2,243.0,243.0,267.0,28,0,28.6,59.0,3.461785714285714,0.4084747023809524,0.8421977866853645
3212,KABUPATEN INDRAMAYU,2013,3,275.1,275.1,286.0,31,0,22.6,46.8,3.9599999999999995,0.4044368279569892,0.9083140828705344
3212,KABUPATEN INDRAMAYU,2013,4,299.6,299.6,352.0,29,0,34.5,34.9,3.3373333333333335,0.4126180555555556,0.7638553278714215
3212,KABUPATEN INDRAMAYU,2013,5,210.7,210.7,262.0,27,0,17.2,42.1,3.3351612903225805,0.39156451612903226,0.7466970034513893
3212,KABUPATEN INDRAMAYU,2013,6,173.1,173.1,264.0,29,0,27.9,37.1,3.072666666666667,0.3971263888888889,0.49692702890978746
3212,KABUPATEN INDRAMAYU,2013,7,144.4,144.4,194.0,23,0,32.4,44.3,3.351612903225807,0.38324327956989246,0.5631856102124643
3212,KABUPATEN INDRAMAYU,2013,8,2.6999999999999997,2.6999999999999997,15.0,6,0,1.0,46.1,5.152258064516129,0.20237634408602148,0.17916666666666667
3212,KABUPATEN INDRAMAYU,2013,9,3.5,3.5,9.0,3,0,2.9,42.8,5.941999999999999,0.13038472222222222,0.29444444444444445
3212,KABUPATEN INDRAMAYU,2013,10,33.5,33.5,59.0,15,0,10.0,46.8,5.478709677419355,0.15620967741935485,0.4735555555555556
3212,KABUPATEN INDRAMAYU,2013,11,126.7,126.7,198.0,25,0,29.3,44.3,4.272666666666667,0.2831958333333333,0.5482289466982966
3212,KABUPATEN INDRAMAYU,2013,12,353.3,353.3,390.0,31,1,57.1,39.2,3.1022580645161293,0.40108870967741933,0.8530892336668524
3212,KABUPATEN INDRAMAYU,2014,1,340.5,340.5,431.0,31,0,45.1,52.2,3.041935483870968,0.41814381720430105,0.7609683488082114
3212,KABUPATEN INDRAMAYU,2014,2,238.4,238.4,337.0,28,0,28.0,45.4,3.3117857142857146,0.4095297619047619,0.6391537626889795
3212,KABUPATEN INDRAMAYU,2014,3,253.7,253.7,317.0,31,0,20.8,37.1,3.855483870967742,0.4111666666666666,0.7994514568623228
3212,KABUPATEN INDRAMAYU,2014,4,219.6,219.6,242.0,29,0,25.0,35.6,3.887,0.4010569444444444,0.906021736883806
3212,KABUPATEN INDRAMAYU,2014,5,83.8,83.8,159.0,27,0,9.5,36.0,3.8732258064516127,0.3663790322580645,0.49016300571856114
3212,KABUPATEN INDRAMAYU,2014,6,106.0,106.0,134.0,22,0,31.8,32.8,3.5420000000000003,0.3253986111111111,0.5937878787878788
3212,KABUPATEN INDRAMAYU,2014,7,46.2,46.2,70.0,15,0,19.1,34.2,3.9735483870967743,0.2834502688172043,0.4231666666666667
3212,KABUPATEN INDRAMAYU,2014,8,8.9,8.9,19.0,5,0,6.5,47.2,5.255483870967741,0.15874327956989248,0.355
3212,KABUPATEN INDRAMAYU,2014,9,0.6000000000000001,0.6000000000000001,4.0,4,0,0.2,46.8,6.281333333333333,0.1268375,0.15000000000000002
3212,KABUPATEN INDRAMAYU,2014,10,9.2,9.2,29.0,10,0,2.8,47.9,6.109677419354839,0.13092473118279568,0.29166666666666663
3212,KABUPATEN INDRAMAYU,2014,11,148.6,148.6,174.0,25,0,21.0,38.2,4.7330000000000005,0.25603611111111113,0.8215252734193911
3212,KABUPATEN INDRAMAYU,2014,12,352.2,352.2,385.0,31,1,60.6,40.7,3.1851612903225806,0.3920120967741935,0.8533875376376538
3212,KABUPATEN INDRAMAYU,2015,1,249.5,249.5,341.0,30,0,26.4,50.8,3.4754838709677416,0.40222043010752684,0.700453247441301
3212,KABUPATEN INDRAMAYU,2015,2,326.7,326.7,301.0,26,1,60.8,44.6,3.489642857142857,0.4094047619047619,0.9292768027201819
3212,KABUPATEN INDRAMAYU,2015,3,266.5,266.5,333.0,31,0,29.7,45.4,3.4932258064516133,0.41233467741935487,0.7750525618311248
3212,KABUPATEN INDRAMAYU,2015,4,336.6,336.6,336.0,30,0,34.3,50.0,3.417333333333333,0.4150138888888889,0.9800665034856213
3212,KABUPATEN INDRAMAYU,2015,5,39.9,39.9,77.0,15,0,12.0,33.1,4.146774193548388,0.31195430107526884,0.42035327635327635
3212,KABUPATEN INDRAMAYU,2015,6,22.7,22.7,42.0,10,0,7.3,43.9,4.533333333333333,0.19039444444444445,0.35915151515151517
3212,KABUPATEN INDRAMAYU,2015,7,3.9,3.9,18.0,7,0,1.7,45.0,4.735483870967743,0.1333965053763441,0.1985714285714286
3212,KABUPATEN INDRAMAYU,2015,8,0.8,0.8,5.0,5,0,0.2,43.2,5.531290322580645,0.13003091397849462,0.16
3212,KABUPATEN INDRAMAYU,2015,9,0.7999999999999999,0.7999999999999999,5.0,4,0,0.3,49.0,6.267666666666667,0.12159444444444444,0.1625
3212,KABUPATEN INDRAMAYU,2015,10,3.4,3.4,19.0,10,0,0.8,50.8,6.3429032258064515,0.1247217741935484,0.16166666666666668
3212,KABUPATEN INDRAMAYU,2015,11,75.3,75.3,108.0,24,0,18.0,39.6,5.003666666666667,0.19194999999999998,0.5739136904761905
3212,KABUPATEN INDRAMAYU,2015,12,282.8,282.8,329.0,31,0,27.2,46.8,3.689032258064516,0.3670591397849462,0.7975061050061051
3212,KABUPATEN INDRAMAYU,2016,1,278.1,278.1,324.0,31,0,28.3,38.5,3.6429032258064518,0.39619623655913977,0.8120069876803624
3212,KABUPATEN INDRAMAYU,2016,2,509.9,509.9,494.0,29,1,53.5,44.6,2.9617241379310344,0.4212442528735632,0.9728979481516312
3212,KABUPATEN INDRAMAYU,2016,3,305.0,305.0,336.0,31,0,24.4,40.0,3.6222580645161293,0.4135349462365592,0.8551171958943106
3212,KABUPATEN INDRAMAYU,2016,4,224.5,224.5,330.0,30,0,17.2,33.8,3.5286666666666666,0.41475555555555554,0.6297154655773076
3212,KABUPATEN INDRAMAYU,2016,5,179.1,179.1,245.0,30,0,18.9,38.9,3.505483870967742,0.40105645161290326,0.671662087912088
3212,KABUPATEN INDRAMAYU,2016,6,69.9,69.9,138.0,23,0,12.1,41.8,3.4896666666666665,0.36251527777777776,0.4019732441471572
3212,KABUPATEN INDRAMAYU,2016,7,86.1,86.1,141.0,24,0,15.9,34.9,3.7261290322580645,0.3385766129032258,0.48314515496580707
3212,KABUPATEN INDRAMAYU,2016,8,36.9,36.9,69.0,14,0,10.8,37.1,4.513225806451612,0.23502016129032258,0.43055137844611535
3212,KABUPATEN INDRAMAYU,2016,9,139.9,139.9,196.0,29,0,24.1,40.3,4.3196666666666665,0.27208611111111114,0.5734475390509873
3212,KABUPATEN INDRAMAYU,2016,10,364.6,364.6,325.0,29,1,60.6,32.4,3.564516129032258,0.39986827956989246,1.0059274897077821
3212,KABUPATEN INDRAMAYU,2016,11,273.3,273.3,276.0,30,0,21.6,34.6,3.778,0.4122486111111111,1.0137082639582637
3212,KABUPATEN INDRAMAYU,2016,12,200.1,200.1,246.0,30,0,19.2,53.3,3.599032258064516,0.3977768817204301,0.8516894372683849
3212,KABUPATEN INDRAMAYU,2017,1,208.29999999999998,208.29999999999998,286.0,31,0,20.9,67.3,3.6425806451612903,0.37803360215053766,0.7079528043640946
3212,KABUPATEN INDRAMAYU,2017,2,216.2,216.2,308.0,28,0,24.3,64.4,3.5785714285714287,0.393766369047619,0.6850871187482477
3212,KABUPATEN INDRAMAYU,2017,3,201.1,201.1,274.0,30,0,23.1,46.4,3.8964516129032254,0.3970094086021505,0.6570536045338676
3212,KABUPATEN INDRAMAYU,2017,4,134.7,134.7,213.0,30,0,12.0,45.4,4.057,0.36138194444444444,0.6972037037037037
3212,KABUPATEN INDRAMAYU,2017,5,67.0,67.0,95.0,19,0,14.3,40.0,4.303225806451613,0.2735120967741936,0.6555889724310776
3212,KABUPATEN INDRAMAYU,2017,6,81.2,81.2,130.0,25,0,17.4,41.0,3.957333333333333,0.23462222222222223,0.44826507936507937
3212,KABUPATEN INDRAMAYU,2017,7,23.7,23.7,51.0,14,0,10.7,52.2,4.757741935483871,0.15648387096774194,0.2836075036075036
3212,KABUPATEN INDRAMAYU,2017,8,2.4,2.4,10.0,6,0,1.8,53.6,5.718064516129032,0.11466129032258064,0.15833333333333333
3212,KABUPATEN INDRAMAYU,2017,9,24.400000000000002,24.400000000000002,38.0,9,0,20.1,55.1,5.773666666666667,0.1421222222222222,0.3077314814814815
3212,KABUPATEN INDRAMAYU,2017,10,57.1,57.1,139.0,25,0,10.3,42.5,5.01258064516129,0.18196908602150536,0.387786568986569
3212,KABUPATEN INDRAMAYU,2017,11,175.7,175.7,228.0,28,0,14.0,70.6,3.993666666666667,0.2984916666666667,0.7152221978535005
3212,KABUPATEN INDRAMAYU,2017,12,135.5,135.5,236.0,30,0,17.9,52.9,3.6229032258064517,0.339739247311828,0.5806002423502423
3212,KABUPATEN INDRAMAYU,2018,1,115.8,115.8,198.0,28,0,17.2,68.0,4.146774193548388,0.2806989247311828,0.5456162441666642
3212,KABUPATEN INDRAMAYU,2018,2,247.1,247.1,358.0,28,0,48.8,52.6,3.3664285714285715,0.3748616071428571,0.6415605051369095
3212,KABUPATEN INDRAMAYU,2018,3,220.2,220.2,286.0,30,0,21.0,52.6,3.9109677419354836,0.3746975806451613,0.7137751866869515
3212,KABUPATEN INDRAMAYU,2018,4,153.8,153.8,249.0,26,0,30.5,39.6,4.024,0.34094027777777774,0.5078905086141929
3212,KABUPATEN INDRAMAYU,2018,5,33.0,33.0,77.0,15,0,7.9,49.7,4.412903225806452,0.20706586021505377,0.36113708513708515
3212,KABUPATEN INDRAMAYU,2018,6,12.5,12.5,59.0,18,0,3.9,47.5,4.617333333333334,0.13376805555555557,0.19927248677248677
3212,KABUPATEN INDRAMAYU,2018,7,0.0,0.0,0.0,0,0,0.0,52.6,5.503225806451613,0.1022258064516129,
3212,KABUPATEN INDRAMAYU,2018,8,1.7,1.7,9.0,3,0,1.3,54.0,5.777741935483871,0.09897715053763442,0.15333333333333332
3212,KABUPATEN INDRAMAYU,2018,9,12.3,12.3,20.0,6,0,8.0,58.0,6.09,0.121325,0.6130952380952381
3212,KABUPATEN INDRAMAYU,2018,10,13.1,13.1,54.0,13,0,4.4,49.7,5.935161290322581,0.13393951612903227,0.20884615384615388
3212,KABUPATEN INDRAMAYU,2018,11,161.7,161.7,190.0,30,1,78.8,52.6,4.572666666666667,0.24336805555555555,0.576528379028379
3212,KABUPATEN INDRAMAYU,2018,12,175.79999999999998,175.79999999999998,303.0,31,1,60.4,54.7,3.7648387096774196,0.3311263440860215,0.48970024151475766
3212,KABUPATEN INDRAMAYU,2019,1,221.3,221.3,354.0,31,0,22.6,57.2,3.7183870967741934,0.3248104838709677,0.5852504054779847
3212,KABUPATEN INDRAMAYU,2019,2,217.7,217.7,357.0,28,0,42.3,49.7,3.932857142857143,0.36607589285714287,0.5700785424892568
3212,KABUPATEN INDRAMAYU,2019,3,205.8,205.8,296.0,31,0,31.9,49.3,3.5703225806451617,0.3757768817204301,0.6013100471474369
3212,KABUPATEN INDRAMAYU,2019,4,177.2,177.2,300.0,29,0,31.3,39.2,3.8883333333333336,0.35175694444444444,0.579046583909667
3212,KABUPATEN INDRAMAYU,2019,5,67.8,67.8,108.0,18,0,28.8,45.0,4.425483870967742,0.24839247311827956,0.45742236158902827
3212,KABUPATEN INDRAMAYU,2019,6,2.7,2.7,16.0,7,0,0.8,47.2,5.211666666666667,0.09465277777777778,0.19999999999999998
3212,KABUPATEN INDRAMAYU,2019,7,2.5,2.5,14.0,6,0,1.4,51.8,5.4393548387096775,0.04760752688172043,0.16666666666666666
3212,KABUPATEN INDRAMAYU,2019,8,0.7,0.7,6.0,4,0,0.3,51.1,5.861935483870968,0.019860215053763442,0.11249999999999999
3212,KABUPATEN INDRAMAYU,2019,9,0.9,0.9,3.0,1,0,0.9,55.1,6.185666666666666,0.0060527777777777785,0.3
3212,KABUPATEN INDRAMAYU,2019,10,7.3,7.3,20.0,8,0,4.3,52.2,6.427096774193549,0.06743279569892473,0.2791666666666667
3212,KABUPATEN INDRAMAYU,2019,11,43.8,43.8,114.0,21,0,9.0,56.2,5.4366666666666665,0.13875138888888888,0.3349553356696214
3212,KABUPATEN INDRAMAYU,2019,12,245.2,245.2,328.0,31,0,37.3,41.8,4.171290322580645,0.2617741935483871,0.617599035478542
3212,KABUPATEN INDRAMAYU,2020,1,401.7,401.7,397.0,31,2,77.6,52.9,3.483548387096774,0.35388037634408603,0.8272902643036472
3212,KABUPATEN INDRAMAYU,2020,2,310.9,310.9,461.0,29,0,44.1,47.9,3.327931034482759,0.3709094827586207,0.6169194937096473
3212,KABUPATEN INDRAMAYU,2020,3,286.3,286.3,383.0,31,0,36.5,44.6,3.7722580645161288,0.3577069892473118,0.6847950480159044
3212,KABUPATEN INDRAMAYU,2020,4,204.3,204.3,290.0,30,0,41.4,39.6,3.6540000000000004,0.3280736111111111,0.6353036971080451
