kode_kemendagri,nama_clean,tahun,bulan,precipitation_sum_mm,rain_sum_mm,precipitation_hours_total,rainy_days,heavy_rain_days_50mm,max_daily_precipitation_mm,wind_gusts_10m_max_kmh,et0_fao_evapotranspiration_mm_avg,soil_moisture_0_to_7cm_avg,rain_intensity_mm_per_hour_avg
3208,KABUPATEN KUNINGAN,2016,7,97.9,97.9,182.0,29,0,15.8,36.4,3.3316129032258064,0.32386693548387097,0.46397078017767673
3208,KABUPATEN KUNINGAN,2016,8,74.0,74.0,128.0,23,0,17.6,40.3,3.7903225806451615,0.2524704301075269,0.4976449999276085
3208,KABUPATEN KUNINGAN,2016,9,197.6,197.6,250.0,28,0,41.2,39.6,3.6443333333333334,0.3229708333333334,0.6157786599488281
3208,KABUPATEN KUNINGAN,2016,10,488.5,488.5,390.0,30,1,67.7,41.8,2.9896774193548388,0.4157795698924731,1.126187883761144
3208,KABUPATEN KUNINGAN,2016,11,378.0,378.0,313.0,29,0,39.1,29.9,3.324,0.4121125,1.2314658445566153
3208,KABUPATEN KUNINGAN,2016,12,510.2,510.2,412.0,31,0,33.8,47.5,3.234193548387097,0.41713037634408606,1.188179916225457
3208,KABUPATEN KUNINGAN,2017,1,516.7,516.7,378.0,31,0,45.1,39.6,3.0345161290322578,0.4154153225806451,1.339090192268311
3208,KABUPATEN KUNINGAN,2017,2,414.0,414.0,348.0,28,1,50.7,51.8,3.192142857142857,0.4096741071428571,1.0323277637487336
3208,KABUPATEN KUNINGAN,2017,3,418.2,418.2,330.0,31,0,49.6,41.4,3.4193548387096775,0.4075497311827957,1.1698414688832144
3208,KABUPATEN KUNINGAN,2017,4,239.3,239.3,248.0,30,0,44.2,36.0,3.334,0.39058333333333334,0.906816627816628
3208,KABUPATEN KUNINGAN,2017,5,76.3,76.3,121.0,20,0,13.9,46.1,3.601290322580645,0.2963064516129032,0.5634803113553114
3208,KABUPATEN KUNINGAN,2017,6,53.3,53.3,147.0,26,0,9.4,52.6,3.4186666666666667,0.22060833333333332,0.30792499167499165
3208,KABUPATEN KUNINGAN,2017,7,26.200000000000003,26.200000000000003,76.0,17,0,5.4,60.8,3.6806451612903226,0.19590860215053763,0.3139441930618401
3208,KABUPATEN KUNINGAN,2017,8,3.0,3.0,20.0,8,0,1.2,57.6,4.314516129032258,0.16270430107526881,0.16041666666666668
3208,KABUPATEN KUNINGAN,2017,9,37.9,37.9,95.0,14,0,8.8,53.6,4.551666666666667,0.18407222222222225,0.35475470957613814
3208,KABUPATEN KUNINGAN,2017,10,105.0,105.0,154.0,25,0,20.5,49.7,3.8880645161290324,0.3001155913978495,0.6907923076923077
3208,KABUPATEN KUNINGAN,2017,11,329.2,329.2,294.0,28,0,40.1,52.2,3.203333333333333,0.3670611111111111,0.9749033333275648
3208,KABUPATEN KUNINGAN,2017,12,396.4,396.4,327.0,31,0,45.6,38.2,3.0893548387096774,0.40087231182795696,1.1690346917001013
3208,KABUPATEN KUNINGAN,2018,1,420.1,420.1,328.0,30,0,34.7,45.4,3.1451612903225805,0.40756989247311826,1.1875276550791256
3208,KABUPATEN KUNINGAN,2018,2,614.7,614.7,393.0,28,0,45.6,38.9,3.139642857142857,0.4174776785714286,1.4934167117343808
3208,KABUPATEN KUNINGAN,2018,3,398.7,398.7,320.0,31,0,37.5,42.1,3.495483870967742,0.4062284946236559,1.1738214121591977
3208,KABUPATEN KUNINGAN,2018,4,152.0,152.0,210.0,27,0,27.0,41.4,3.5756666666666663,0.37727499999999997,0.6514604325715437
3208,KABUPATEN KUNINGAN,2018,5,41.7,41.7,87.0,18,0,11.4,44.3,3.8138709677419356,0.25033467741935483,0.4232142857142857
3208,KABUPATEN KUNINGAN,2018,6,25.9,25.9,89.0,16,0,5.1,49.3,3.666333333333333,0.183575,0.2509424603174603
3208,KABUPATEN KUNINGAN,2018,7,0.7,0.7,6.0,3,0,0.3,60.1,4.369354838709677,0.15024059139784945,0.11666666666666665
3208,KABUPATEN KUNINGAN,2018,8,3.6,3.6,19.0,8,0,1.5,63.0,4.629677419354839,0.14538440860215052,0.15437499999999998
3208,KABUPATEN KUNINGAN,2018,9,24.5,24.5,62.0,16,0,7.0,53.6,4.65,0.16622777777777778,0.32864583333333336
3208,KABUPATEN KUNINGAN,2018,10,42.5,42.5,147.0,26,0,5.0,49.0,4.836129032258065,0.18124193548387096,0.2698602786102786
3208,KABUPATEN KUNINGAN,2018,11,213.5,213.5,264.0,29,0,29.4,43.9,3.7103333333333333,0.3429652777777778,0.7212905429031191
3208,KABUPATEN KUNINGAN,2018,12,461.0,461.0,365.0,31,2,77.4,50.4,3.2435483870967743,0.4001854838709677,1.120408042362811
3208,KABUPATEN KUNINGAN,2019,1,569.3,569.3,398.0,31,2,61.9,34.9,3.108064516129032,0.41333736559139783,1.3509464281238475
3208,KABUPATEN KUNINGAN,2019,2,699.8,699.8,393.0,28,2,117.8,32.8,3.200714285714286,0.41795982142857147,1.6404445244083405
3208,KABUPATEN KUNINGAN,2019,3,533.1,533.1,376.0,31,1,61.5,37.4,3.0425806451612902,0.4127970430107527,1.2784793590205303
3208,KABUPATEN KUNINGAN,2019,4,426.1,426.1,323.0,30,1,60.0,33.8,3.2496666666666667,0.40473750000000003,1.194267339438678
3208,KABUPATEN KUNINGAN,2019,5,64.4,64.4,167.0,28,0,18.3,48.2,3.574193548387097,0.3089932795698925,0.33154233663162236
3208,KABUPATEN KUNINGAN,2019,6,14.0,14.0,30.0,7,0,8.9,56.5,4.037333333333334,0.16617361111111112,0.3355952380952381
3208,KABUPATEN KUNINGAN,2019,7,12.0,12.0,43.0,7,0,3.5,54.7,4.17,0.1574018817204301,0.2394047619047619
3208,KABUPATEN KUNINGAN,2019,8,2.0,2.0,11.0,5,0,1.0,57.6,4.545806451612902,0.1267486559139785,0.15
3208,KABUPATEN KUNINGAN,2019,9,5.3,5.3,28.0,9,0,1.8,54.0,5.213666666666667,0.13745694444444442,0.16275132275132276
3208,KABUPATEN KUNINGAN,2019,10,42.5,42.5,92.0,19,0,22.5,53.3,5.354516129032258,0.17110752688172043,0.3218922305764411
3208,KABUPATEN KUNINGAN,2019,11,80.9,80.9,192.0,28,0,8.4,46.8,4.671,0.190025,0.37851113172541745
3208,KABUPATEN KUNINGAN,2019,12,352.1,352.1,389.0,31,0,33.6,36.7,3.4980645161290322,0.3703508064516129,0.8707983514090953
3208,KABUPATEN KUNINGAN,2020,1,887.3,887.3,500.0,31,5,89.5,37.1,3.306451612903226,0.41923924731182793,1.6757392275921124
3208,KABUPATEN KUNINGAN,2020,2,998.1,998.1,517.0,29,7,81.8,34.9,2.9699999999999998,0.4215847701149425,1.8923058980759175
3208,KABUPATEN KUNINGAN,2020,3,560.8,560.8,414.0,31,2,62.7,35.3,3.1932258064516126,0.4161008064516129,1.2804049056489635
3208,KABUPATEN KUNINGAN,2020,4,516.7,516.7,343.0,30,3,93.9,38.5,3.235,0.40587638888888894,1.3293293064148328
3208,KABUPATEN KUNINGAN,2020,5,220.4,220.4,290.0,31,0,27.5,38.9,2.943548387096774,0.38053091397849464,0.6982998537410303
3208,KABUPATEN KUNINGAN,2020,6,82.8,82.8,182.0,25,0,12.9,42.8,3.258,0.300375,0.4415458874458874
3208,KABUPATEN KUNINGAN,2020,7,30.599999999999998,30.599999999999998,106.0,18,0,4.2,55.8,3.657741935483871,0.21228629032258065,0.2569949803283136
3208,KABUPATEN KUNINGAN,2020,8,44.3,44.3,135.0,21,0,5.9,55.1,4.070645161290322,0.19822043010752688,0.3049171463457178
3208,KABUPATEN KUNINGAN,2020,9,47.5,47.5,139.0,21,0,9.3,51.8,4.66,0.18563472222222221,0.29320724249295677
3208,KABUPATEN KUNINGAN,2020,10,214.1,214.1,318.0,31,0,27.8,55.4,3.684193548387097,0.2932271505376344,0.583946426824061
3208,KABUPATEN KUNINGAN,2020,11,199.8,199.8,282.0,30,0,27.8,43.9,3.708666666666667,0.3410972222222222,0.6767920157184862
3208,KABUPATEN KUNINGAN,2020,12,914.8,914.8,534.0,31,6,67.5,39.6,2.815483870967742,0.41608736559139786,1.7563908013735576
3208,KABUPATEN KUNINGAN,2021,1,996.9,996.9,532.0,31,6,100.1,35.3,2.6251612903225805,0.41898924731182796,1.7238423057741856
3208,KABUPATEN KUNINGAN,2021,2,720.7,720.7,461.0,28,3,161.3,38.2,2.802857142857143,0.4125342261904762,1.4848326908514604
3208,KABUPATEN KUNINGAN,2021,3,665.6,665.6,411.0,31,1,56.1,33.8,3.220322580645161,0.4154879032258064,1.6232480422387294
3208,KABUPATEN KUNINGAN,2021,4,194.5,194.5,274.0,29,0,30.8,37.4,3.6576666666666666,0.362125,0.601705200366458
3208,KABUPATEN KUNINGAN,2021,5,114.0,114.0,251.0,29,0,21.0,35.3,3.451290322580645,0.28153629032258065,0.3870751133319192
3208,KABUPATEN KUNINGAN,2021,6,186.1,186.1,246.0,29,0,26.6,35.3,3.056,0.32918055555555553,0.6628000363395902
3208,KABUPATEN KUNINGAN,2021,7,20.4,20.4,78.0,15,0,4.0,46.4,3.858064516129032,0.21751344086021507,0.23759259259259255
3208,KABUPATEN KUNINGAN,2021,8,52.1,52.1,142.0,24,0,7.7,50.0,3.9387096774193546,0.21758333333333335,0.3661032948532949
3208,KABUPATEN KUNINGAN,2021,9,84.0,84.0,202.0,25,0,22.2,49.7,4.199333333333334,0.23313333333333333,0.3630847453200395
3208,KABUPATEN KUNINGAN,2021,10,89.2,89.2,172.0,28,0,15.3,54.0,4.4074193548387095,0.24646370967741937,0.4050127551020409
3208,KABUPATEN KUNINGAN,2021,11,475.2,475.2,359.0,29,0,43.7,38.5,3.216333333333333,0.40175833333333333,1.2900974732833919
3208,KABUPATEN KUNINGAN,2021,12,531.0,531.0,416.0,31,1,58.4,36.0,3.1225806451612903,0.4110349462365591,1.2398479655628405
3208,KABUPATEN KUNINGAN,2022,1,492.3,492.3,399.0,30,1,61.2,36.0,3.555483870967742,0.40596370967741935,1.1982557488807488
3208,KABUPATEN KUNINGAN,2022,2,471.5,471.5,337.0,28,0,46.8,43.9,3.0982142857142856,0.4076294642857143,1.4348440903167794
3208,KABUPATEN KUNINGAN,2022,3,435.4,435.4,329.0,31,0,47.6,42.8,3.5151612903225806,0.40219354838709676,1.261972024391379
3208,KABUPATEN KUNINGAN,2022,4,306.5,306.5,263.0,30,0,34.9,38.5,3.484,0.3826111111111111,1.0270457943615838
3208,KABUPATEN KUNINGAN,2022,5,180.1,180.1,248.0,30,0,20.6,35.6,3.322903225806452,0.3763400537634409,0.6836477920227918
3208,KABUPATEN KUNINGAN,2022,6,140.2,140.2,179.0,28,0,22.4,41.4,3.1856666666666666,0.34731805555555556,0.6702749433106575
3208,KABUPATEN KUNINGAN,2022,7,103.69999999999999,103.69999999999999,132.0,20,0,40.4,45.7,3.5829032258064513,0.2836236559139785,0.5380892857142856
3208,KABUPATEN KUNINGAN,2022,8,92.39999999999999,92.39999999999999,124.0,23,0,22.5,45.7,3.9922580645161294,0.2501572580645161,0.6923205659075223
3208,KABUPATEN KUNINGAN,2022,9,90.6,90.6,164.0,27,0,15.9,48.2,4.127,0.24848333333333333,0.4498001175778954
3208,KABUPATEN KUNINGAN,2022,10,398.0,398.0,320.0,31,1,66.7,43.9,3.3425806451612905,0.3819206989247312,1.0973884145000443
3208,KABUPATEN KUNINGAN,2022,11,448.2,448.2,338.0,29,1,52.6,40.3,3.2703333333333333,0.39636805555555554,1.301499847702207
3208,KABUPATEN KUNINGAN,2022,12,457.3,457.3,360.0,31,0,32.6,41.0,3.228709677419355,0.40549596774193547,1.3731327580283934
3208,KABUPATEN KUNINGAN,2023,1,493.6,493.6,389.0,31,0,46.0,34.2,3.303548387096774,0.4036733870967742,1.2531709690516992
3208,KABUPATEN KUNINGAN,2023,2,594.7,594.7,419.0,28,3,79.3,28.8,2.7139285714285712,0.4135059523809524,1.3705790495562717
3208,KABUPATEN KUNINGAN,2023,3,438.1,438.1,344.0,31,2,59.5,33.1,3.5925806451612905,0.3882997311827957,1.1066147512091535
3208,KABUPATEN KUNINGAN,2023,4,346.5,346.5,291.0,30,0,30.0,36.4,3.5020000000000002,0.3985180555555556,1.150753968253968
3208,KABUPATEN KUNINGAN,2023,5,102.0,102.0,165.0,22,0,15.9,46.4,3.6009677419354835,0.3196021505376344,0.49105595427963844
3208,KABUPATEN KUNINGAN,2023,6,105.5,105.5,134.0,22,0,38.5,46.1,3.457333333333333,0.27943472222222226,0.6502753181162272
3208,KABUPATEN KUNINGAN,2023,7,26.7,26.7,60.0,10,0,8.9,51.8,3.781290322580645,0.20216129032258065,0.29321352258852257
3208,KABUPATEN KUNINGAN,2023,8,3.7,3.7,11.0,3,0,2.7,57.6,4.548064516129033,0.16729704301075268,0.2722222222222222
3208,KABUPATEN KUNINGAN,2023,9,3.3,3.3,18.0,9,0,1.4,53.6,5.345666666666667,0.1516833333333333,0.1648148148148148
3208,KABUPATEN KUNINGAN,2023,10,59.5,59.5,117.0,24,0,4.8,53.6,5.309677419354839,0.1885241935483871,0.49192956349206346
3208,KABUPATEN KUNINGAN,2023,11,139.9,139.9,207.0,29,0,14.6,46.8,4.461666666666667,0.24666944444444444,0.6414279398762158
3208,KABUPATEN KUNINGAN,2023,12,138.6,138.6,205.0,28,0,16.5,41.8,4.3345161290322585,0.2838118279569893,0.6382373782846472
3208,KABUPATEN KUNINGAN,2024,1,580.3,580.3,409.0,31,0,42.3,40.7,3.3380645161290325,0.3966895161290323,1.3086896650300253
3208,KABUPATEN KUNINGAN,2024,2,761.3,761.3,396.0,29,3,77.3,30.6,3.526206896551724,0.4121882183908046,1.895898473627602
3208,KABUPATEN KUNINGAN,2024,3,406.3,406.3,363.0,31,1,51.7,38.2,3.6229032258064517,0.39220698924731184,1.0830960682265236
3208,KABUPATEN KUNINGAN,2024,4,301.09999999999997,301.09999999999997,258.0,30,0,39.5,37.8,3.5989999999999998,0.3731263888888889,1.0289050764050762
3208,KABUPATEN KUNINGAN,2024,5,111.4,111.4,128.0,21,0,42.9,45.4,3.7929032258064517,0.27392338709677416,0.5327953660096517
3208,KABUPATEN KUNINGAN,2024,6,81.6,81.6,129.0,22,0,15.6,42.8,3.48,0.28112638888888886,0.5597132034632034
3208,KABUPATEN KUNINGAN,2024,7,57.2,57.2,92.0,10,0,15.8,50.0,3.832258064516129,0.27561559139784947,0.5169341491841491
3208,KABUPATEN KUNINGAN,2024,8,15.3,15.3,31.0,6,0,7.2,56.9,4.64,0.1719274193548387,0.38666666666666666
3208,KABUPATEN KUNINGAN,2024,9,102.7,102.7,123.0,18,0,15.4,50.8,4.679,0.22644305555555555,0.6789133397466731
3208,KABUPATEN KUNINGAN,2024,10,56.6,56.6,138.0,26,0,6.8,49.3,5.028709677419355,0.2253924731182796,0.38402777777777786
3208,KABUPATEN KUNINGAN,2024,11,263.6,263.6,271.0,30,0,25.3,40.7,3.6903333333333332,0.3596666666666667,0.9580494505494506
3208,KABUPATEN KUNINGAN,2024,12,639.2,639.2,475.0,31,2,57.4,32.4,3.0074193548387096,0.4133279569892473,1.3675385111231442
3208,KABUPATEN KUNINGAN,2025,1,542.4,542.4,427.0,31,0,41.8,27.7,3.075483870967742,0.41029704301075265,1.2643063488133643
3208,KABUPATEN KUNINGAN,2025,2,469.1,469.1,365.0,28,0,44.3,35.3,3.438928571428572,0.3962872023809524,1.1955993928671946
3208,KABUPATEN KUNINGAN,2025,3,383.4,383.4,316.0,31,0,46.1,36.4,3.483548387096774,0.39385349462365593,1.0878863878057425
3208,KABUPATEN KUNINGAN,2025,4,433.4,433.4,267.0,29,1,67.5,41.0,3.521666666666667,0.3927888888888889,1.4031936789264374
3208,KABUPATEN KUNINGAN,2025,5,384.8,384.8,314.0,30,0,38.7,38.9,3.1203225806451615,0.38379704301075274,1.1358497596458121
3208,KABUPATEN KUNINGAN,2025,6,43.1,43.1,129.0,26,0,9.4,42.1,3.368666666666667,0.288325,0.2908097458097458
3208,KABUPATEN KUNINGAN,2025,7,84.6,84.6,116.0,19,0,33.3,47.5,3.6870967741935483,0.2606290322580645,0.5206425153793574
3208,KABUPATEN KUNINGAN,2025,8,92.3,92.3,183.0,25,0,12.9,51.8,3.806451612903226,0.2634771505376344,0.4994564892623717
3208,KABUPATEN KUNINGAN,2025,9,74.7,74.7,148.0,22,0,15.2,51.1,4.322666666666667,0.2623097222222222,0.39146464646464646
3208,KABUPATEN KUNINGAN,2025,10,206.5,206.5,199.0,29,0,42.9,44.6,4.2703225806451615,0.2955483870967742,0.8100893757381962
3208,KABUPATEN KUNINGAN,2025,11,493.9,493.9,385.0,29,0,40.9,43.9,3.433666666666667,0.40370416666666664,1.168506835897148
3208,KABUPATEN KUNINGAN,2025,12,351.8,351.8,329.0,31,0,36.7,38.5,3.488064516129032,0.3958454301075269,0.9515256830982636
3209,KABUPATEN CIREBON,2012,1,339.40000000000003,339.40000000000003,441.0,31,0,29.3,65.2,3.103225806451613,0.324619623655914,0.7849080007830155
3209,KABUPATEN CIREBON,2012,2,401.7,401.7,372.0,29,1,61.9,35.6,3.6117241379310343,0.32612212643678157,0.9664458370894298
3209,KABUPATEN CIREBON,2012,3,253.0,253.0,351.0,31,0,21.7,54.7,3.4909677419354836,0.3106612903225806,0.6908330133752086
3209,KABUPATEN CIREBON,2012,4,176.10000000000002,176.10000000000002,241.0,27,0,21.1,33.1,3.7550000000000003,0.27755555555555556,0.690971737155312
3209,KABUPATEN CIREBON,2012,5,81.6,81.6,131.0,20,0,26.1,32.8,3.908709677419355,0.23272983870967742,0.4831011904761905
3209,KABUPATEN CIREBON,2012,6,102.80000000000001,102.80000000000001,90.0,15,1,66.5,35.3,3.678,0.19516805555555555,0.6442645502645502
3209,KABUPATEN CIREBON,2012,7,2.3,2.3,10.0,6,0,0.9,40.7,4.5448387096774185,0.07249193548387096,0.28055555555555556
3209,KABUPATEN CIREBON,2012,8,0.1,0.1,1.0,1,0,0.1,39.6,5.167096774193548,0.06522311827956989,0.1
3209,KABUPATEN CIREBON,2012,9,1.3,1.3,7.0,4,0,1.0,42.1,5.5183333333333335,0.06786249999999999,0.13749999999999998
3209,KABUPATEN CIREBON,2012,10,27.2,27.2,67.0,19,0,8.2,39.2,5.235161290322581,0.08326478494623657,0.3087719298245614
3209,KABUPATEN CIREBON,2012,11,137.29999999999998,137.29999999999998,223.0,29,0,18.8,35.6,4.0329999999999995,0.19224444444444444,0.6055883962780513
3209,KABUPATEN CIREBON,2012,12,431.0,431.0,436.0,31,0,36.9,32.4,3.1693548387096775,0.3235309139784946,0.9973139355927978
3209,KABUPATEN CIREBON,2013,1,328.5,328.5,444.0,31,0,23.4,52.9,2.9174193548387097,0.3273844086021505,0.7042059632461295
3209,KABUPATEN CIREBON,2013,2,233.4,233.4,321.0,28,0,24.7,54.0,3.3607142857142853,0.3154895833333334,0.7238834957059745
3209,KABUPATEN CIREBON,2013,3,338.6,338.6,332.0,31,0,27.0,49.0,3.7806451612903227,0.3164811827956989,0.9494625361849218
3209,KABUPATEN CIREBON,2013,4,255.3,255.3,366.0,30,0,25.4,29.5,3.2296666666666667,0.31814722222222225,0.6202166864210207
3209,KABUPATEN CIREBON,2013,5,194.3,194.3,308.0,30,0,15.3,37.8,3.251290322580645,0.2850900537634408,0.6003352219675748
3209,KABUPATEN CIREBON,2013,6,176.79999999999998,176.79999999999998,279.0,28,0,27.9,29.5,2.917666666666667,0.3005333333333333,0.5041973672213335
3209,KABUPATEN CIREBON,2013,7,149.2,149.2,203.0,22,0,31.1,37.8,3.3316129032258064,0.2770322580645161,0.616934420850126
3209,KABUPATEN CIREBON,2013,8,3.7,3.7,17.0,6,0,1.2,40.0,4.83,0.09876209677419354,0.19833333333333333
3209,KABUPATEN CIREBON,2013,9,5.3,5.3,15.0,6,0,2.9,40.3,5.534000000000001,0.07130694444444445,0.28
3209,KABUPATEN CIREBON,2013,10,57.8,57.8,70.0,17,0,13.2,38.5,5.176129032258065,0.11646505376344087,0.656750700280112
3209,KABUPATEN CIREBON,2013,11,166.1,166.1,236.0,27,0,21.1,44.3,4.137666666666666,0.21650833333333336,0.6950381734922798
3209,KABUPATEN CIREBON,2013,12,342.8,342.8,407.0,31,0,44.4,41.0,2.99741935483871,0.3106129032258064,0.7721403561230916
3209,KABUPATEN CIREBON,2014,1,389.7,389.7,478.0,31,0,37.4,49.3,3.0625806451612902,0.3258225806451613,0.7996453057632814
3209,KABUPATEN CIREBON,2014,2,268.1,268.1,361.0,28,0,25.1,46.4,3.297857142857143,0.31823511904761903,0.6841871029788434
3209,KABUPATEN CIREBON,2014,3,247.7,247.7,320.0,31,0,23.1,40.0,3.7229032258064514,0.317008064516129,0.7618218305740776
3209,KABUPATEN CIREBON,2014,4,228.9,228.9,267.0,29,0,20.1,32.4,3.7426666666666666,0.3050111111111111,0.8941972826024551
3209,KABUPATEN CIREBON,2014,5,97.4,97.4,184.0,29,0,7.6,32.8,3.7670967741935484,0.26187499999999997,0.5846180256525082
3209,KABUPATEN CIREBON,2014,6,98.60000000000001,98.60000000000001,163.0,21,0,14.9,31.7,3.445,0.22374166666666667,0.5504794411937268
3209,KABUPATEN CIREBON,2014,7,41.6,41.6,74.0,17,0,19.0,36.4,3.830322580645161,0.17096236559139785,0.34992889463477683
3209,KABUPATEN CIREBON,2014,8,3.7,3.7,18.0,8,0,1.0,34.6,4.8829032258064515,0.08110618279569894,0.18958333333333335
3209,KABUPATEN CIREBON,2014,9,1.7,1.7,11.0,6,0,0.6,40.7,5.707,0.06845694444444445,0.1472222222222222
3209,KABUPATEN CIREBON,2014,10,8.3,8.3,45.0,16,0,2.8,41.0,5.599354838709678,0.07211424731182796,0.16794642857142855
3209,KABUPATEN CIREBON,2014,11,135.7,135.7,175.0,23,0,16.5,35.6,4.438,0.18652777777777776,0.768317191830619
3209,KABUPATEN CIREBON,2014,12,442.4,442.4,429.0,31,1,90.3,33.8,3.0783870967741933,0.31518548387096773,0.961774316357554
3209,KABUPATEN CIREBON,2015,1,340.7,340.7,399.0,31,0,25.3,46.8,3.387741935483871,0.3251142473118279,0.8180223724199058
3209,KABUPATEN CIREBON,2015,2,376.3,376.3,346.0,28,1,58.1,41.4,3.5160714285714287,0.3189508928571429,0.9218577801167089
3209,KABUPATEN CIREBON,2015,3,313.5,313.5,370.0,31,0,37.0,46.4,3.3609677419354838,0.3208870967741935,0.7887339700605933
3209,KABUPATEN CIREBON,2015,4,362.7,362.7,389.0,30,1,62.1,43.6,3.295,0.3278277777777778,0.9023234722793545
3209,KABUPATEN CIREBON,2015,5,51.6,51.6,107.0,17,0,11.5,29.2,3.9838709677419355,0.20659677419354838,0.4039858559053606
3209,KABUPATEN CIREBON,2015,6,19.3,19.3,46.0,8,0,5.1,38.2,4.335666666666667,0.10180694444444445,0.38480158730158726
3209,KABUPATEN CIREBON,2015,7,5.3,5.3,27.0,9,0,1.3,33.1,4.442903225806451,0.07363575268817205,0.177962962962963
3209,KABUPATEN CIREBON,2015,8,2.4,2.4,12.0,5,0,1.2,41.0,5.098387096774194,0.07061021505376344,0.178
3209,KABUPATEN CIREBON,2015,9,0.6,0.6,4.0,3,0,0.3,42.5,5.693,0.06583194444444444,0.15
3209,KABUPATEN CIREBON,2015,10,7.5,7.5,28.0,10,0,3.7,37.8,5.861612903225807,0.0713252688172043,0.22900000000000004
3209,KABUPATEN CIREBON,2015,11,166.1,166.1,164.0,29,1,55.8,32.4,4.548,0.19354861111111113,0.8663615216201422
3209,KABUPATEN CIREBON,2015,12,278.4,278.4,357.0,31,0,33.2,42.8,3.569032258064516,0.291630376344086,0.7616588928897926
3209,KABUPATEN CIREBON,2016,1,264.1,264.1,351.0,31,0,27.2,41.4,3.5929032258064515,0.310608870967742,0.699128770364745
3209,KABUPATEN CIREBON,2016,2,453.4,453.4,505.0,29,0,38.8,42.8,2.8903448275862065,0.3394626436781609,0.8617455712547235
3209,KABUPATEN CIREBON,2016,3,260.7,260.7,333.0,31,0,18.7,52.2,3.5909677419354837,0.31468145161290323,0.761170865029973
3209,KABUPATEN CIREBON,2016,4,213.2,213.2,332.0,30,0,15.9,29.9,3.4843333333333333,0.30915972222222227,0.6743881167422189
3209,KABUPATEN CIREBON,2016,5,112.1,112.1,221.0,31,0,11.6,34.9,3.4551612903225806,0.27802150537634407,0.4809004794488665
3209,KABUPATEN CIREBON,2016,6,63.9,63.9,131.0,22,0,17.5,36.7,3.4713333333333334,0.23029027777777777,0.3989592352092353
3209,KABUPATEN CIREBON,2016,7,86.1,86.1,187.0,25,0,12.7,30.2,3.6774193548387095,0.20808870967741935,0.39533707077236485
3209,KABUPATEN CIREBON,2016,8,47.6,47.6,96.0,20,0,8.7,35.3,4.392903225806452,0.12134677419354839,0.39479545454545456
3209,KABUPATEN CIREBON,2016,9,136.6,136.6,211.0,28,0,24.1,35.6,4.089333333333333,0.18856666666666666,0.49796408948194665
3209,KABUPATEN CIREBON,2016,10,396.9,396.9,358.0,28,1,67.6,34.2,3.3341935483870966,0.3166801075268817,1.087076444682304
3209,KABUPATEN CIREBON,2016,11,245.6,245.6,292.0,30,0,30.6,31.7,3.6830000000000003,0.3134388888888889,0.890810875943229
3209,KABUPATEN CIREBON,2016,12,331.5,331.5,363.0,31,0,28.6,53.3,3.419677419354839,0.31561559139784945,0.8629650560720169
3209,KABUPATEN CIREBON,2017,1,369.0,369.0,297.0,31,0,27.6,55.4,3.3929032258064518,0.3055443548387097,1.311051488043898
3209,KABUPATEN CIREBON,2017,2,403.0,403.0,281.0,28,0,38.6,65.9,3.3264285714285715,0.30722470238095234,1.4876920030832845
3209,KABUPATEN CIREBON,2017,3,421.8,421.8,287.0,31,0,42.8,49.3,3.734193548387097,0.3033346774193549,1.4186301666752084
3209,KABUPATEN CIREBON,2017,4,227.0,227.0,195.0,30,0,35.8,36.4,3.712,0.2772513888888889,1.0283132515632518
3209,KABUPATEN CIREBON,2017,5,69.5,69.5,90.0,21,0,12.8,38.2,4.067741935483871,0.18186290322580648,0.6362755102040814
3209,KABUPATEN CIREBON,2017,6,64.9,64.9,86.0,20,0,21.6,42.5,3.929666666666667,0.1135125,0.5177358058608059
3209,KABUPATEN CIREBON,2017,7,14.7,14.7,46.0,15,0,6.4,47.9,4.635483870967741,0.08550134408602152,0.25118518518518523
3209,KABUPATEN CIREBON,2017,8,2.9000000000000004,2.9000000000000004,12.0,8,0,1.1,54.4,5.530967741935484,0.05439112903225807,0.23750000000000004
3209,KABUPATEN CIREBON,2017,9,27.0,27.0,49.0,16,0,11.7,50.4,5.500666666666667,0.07690416666666668,0.4145427489177489
3209,KABUPATEN CIREBON,2017,10,79.3,79.3,112.0,24,0,25.3,43.9,4.63,0.167872311827957,0.5269907176157175
3209,KABUPATEN CIREBON,2017,11,277.4,277.4,256.0,28,0,40.4,65.2,3.5780000000000003,0.2466875,0.9783143094067462
3209,KABUPATEN CIREBON,2017,12,226.7,226.7,286.0,31,0,21.6,52.2,3.4725806451612904,0.2866559139784946,0.7900435048822144
3209,KABUPATEN CIREBON,2018,1,290.7,290.7,210.0,30,1,59.2,70.2,3.5667741935483868,0.2765188172043011,1.1264933862433861
3209,KABUPATEN CIREBON,2018,2,459.0,459.0,324.0,28,0,34.3,51.1,3.297857142857143,0.3125282738095238,1.4837133483929696
3209,KABUPATEN CIREBON,2018,3,436.0,436.0,318.0,31,1,63.2,40.3,3.7280645161290322,0.30689919354838713,1.2839738897209185
3209,KABUPATEN CIREBON,2018,4,129.6,129.6,183.0,26,0,21.0,39.2,3.936,0.25562083333333335,0.6635282239128393
3209,KABUPATEN CIREBON,2018,5,29.2,29.2,53.0,17,0,6.2,52.2,4.389032258064516,0.10748924731182796,0.4593557422969188
